decision_date,feature_end,date,label_start,n_names,n_sleeves,include_thin,n_thin,strategy_id,ticker,weight,thin_lt5y,configuration_id
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VT,0.0038403751221076734,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,HYD,0.007160615121515004,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SCHX,0.003958710382864598,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SCHF,0.003938202166568947,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SCHA,0.002988522866901121,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VCIT,0.01109321983386927,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VCSH,0.020554050035764673,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,ILTB,0.010940443322197296,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,PPLT,0.00341531763199379,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,CORN,0.015270132902523433,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,EMLC,0.005926120109886853,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SCHP,0.01956512142340417,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VOO,0.004060017073065094,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VOOV,0.004009553734814367,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VIOG,0.0032478886396155445,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VTWO,0.0030942215717222298,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,STIP,0.026116060300898577,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SCHM,0.0031682876832572395,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,WEAT,0.025868313314650334,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,CANE,0.005923265025069915,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SOYB,0.01002406524225596,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,USMV,0.0049386933047794075,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,EFAV,0.005448879791500403,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,LEMB,0.006465859853425121,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SPTS,0.042685414616684035,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,GOVT,0.042851742092678675,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,TAGS,0.011478559612295266,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SJNK,0.008787314591380203,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IEFA,0.003972780610541054,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,SPHD,0.0038233048578056737,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,VLUE,0.003657392018420603,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,FTSL,0.0094659626772723,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,QUAL,0.004111521711926963,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,USFR,0.04057672017620562,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,HEFA,0.005152655675966526,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IEUR,0.0035955987902499937,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,IQLT,0.004185512924819694,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,GBTC,0.0012930223933889475,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,GSLC,0.004079232281833196,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,GSIE,0.003965907911633041,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,GSEU,0.0037585654043877574,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,erc__0,GSJY,0.005570290246768929,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,minvar_lw__0,SPY,3.872529659595585e-17,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,minvar_lw__0,MDY,0.0,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,minvar_lw__0,EWJ,3.208432521180077e-17,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,minvar_lw__0,QQQ,8.723733032283214e-19,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,minvar_lw__0,IVV,0.0,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,minvar_lw__0,IWB,8.824885742749945e-18,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,minvar_lw__0,IWM,0.0,False,0
2021-03-31,2021-03-31,2021-04-30,2021-04-01,101,101,False,0,minvar_lw__0,IWD,0.0,False,0
